Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Athletic Footwear,72.00,218,"15,696.00","7,377.12",47%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Women's Street Footwear,67.00,165,"11,055.00","4,974.75",45%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Women's Athletic Footwear,67.00,143,"9,581.00","4,311.45",45%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Apparel,72.00,133,"9,576.00","4,788.00",50%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Women's Apparel,77.00,173,"13,321.00","5,328.40",40%,Online
West Gear,1128299,17/1/2021,West,Oregon,Portland,Men's Street Footwear,33.00,100,"3,300.00","1,683.00",51%,Online
West Gear,1128299,17/1/2021,West,Oregon,Portland,Men's Athletic Footwear,42.00,100,"4,200.00","2,268.00",54%,Online
West Gear,1128299,17/1/2021,West,Oregon,Portland,Women's Street Footwear,43.00,112,"4,816.00","2,600.64",54%,Online
West Gear,1128299,17/1/2021,West,Oregon,Portland,Women's Athletic Footwear,41.00,68,"2,788.00","1,533.40",55%,Online
West Gear,1128299,17/1/2021,West,Oregon,Portland,Men's Apparel,46.00,58,"2,668.00","1,574.12",59%,Online
West Gear,1128299,17/1/2021,West,Oregon,Portland,Women's Apparel,41.00,122,"5,002.00","2,400.96",48%,Online
West Gear,1128299,17/2/2021,West,Oregon,Portland,Men's Street Footwear,33.00,140,"4,620.00","2,448.60",53%,Online
West Gear,1128299,17/2/2021,West,Oregon,Portland,Men's Athletic Footwear,41.00,116,"4,756.00","2,425.56",51%,Online
West Gear,1128299,17/2/2021,West,Oregon,Portland,Women's Street Footwear,41.00,120,"4,920.00","2,558.40",52%,Online
West Gear,1128299,17/2/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,44.00,73,"3,212.00","1,766.60",55%,Online
West Gear,1128299,17/2/2021,South,Louisiana,New Orleans,Men's Apparel,48.00,51,"2,448.00","1,468.80",60%,Online
West Gear,1128299,17/2/2021,South,Louisiana,New Orleans,Women's Apparel,44.00,105,"4,620.00","2,217.60",48%,Online
West Gear,1128299,16/3/2021,South,Louisiana,New Orleans,Men's Street Footwear,44.00,147,"6,468.00","3,298.68",51%,Online
West Gear,1128299,16/3/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,51.00,101,"5,151.00","2,833.05",55%,Online
West Gear,1128299,16/3/2021,South,Louisiana,New Orleans,Women's Street Footwear,56.00,116,"6,496.00","3,572.80",55%,Online
West Gear,1128299,16/3/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,50.00,84,"4,200.00","2,310.00",55%,Online
West Gear,1128299,16/3/2021,South,Louisiana,New Orleans,Men's Apparel,56.00,39,"2,184.00","1,310.40",60%,Online
West Gear,1128299,16/3/2021,South,Louisiana,New Orleans,Women's Apparel,41.00,95,"3,895.00","1,752.75",45%,Online
West Gear,1128299,17/4/2021,South,Louisiana,New Orleans,Men's Street Footwear,48.00,142,"6,816.00","3,544.32",52%,Online
West Gear,1128299,17/4/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,52.00,88,"4,576.00","2,288.00",50%,Online
West Gear,1128299,17/4/2021,South,Louisiana,New Orleans,Women's Street Footwear,52.00,105,"5,460.00","2,784.60",51%,Online
West Gear,1128299,17/4/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,39.00,74,"2,886.00","1,529.58",53%,Online
West Gear,1128299,17/4/2021,South,Louisiana,New Orleans,Men's Apparel,43.00,53,"2,279.00","1,299.03",57%,Online
West Gear,1128299,17/4/2021,South,Louisiana,New Orleans,Women's Apparel,55.00,105,"5,775.00","2,887.50",50%,Online
West Gear,1128299,18/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,43.00,160,"6,880.00","3,646.40",53%,Online
West Gear,1128299,18/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,47.00,100,"4,700.00","2,444.00",52%,Online
West Gear,1128299,18/5/2021,South,Louisiana,New Orleans,Women's Street Footwear,49.00,112,"5,488.00","2,798.88",51%,Online
West Gear,1128299,18/5/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,44.00,85,"3,740.00","1,907.40",51%,Online
West Gear,1128299,18/5/2021,South,Louisiana,New Orleans,Men's Apparel,36.00,65,"2,340.00","1,380.60",59%,Online
West Gear,1128299,18/5/2021,South,Louisiana,New Orleans,Women's Apparel,59.00,167,"9,853.00","4,433.85",45%,Online
West Gear,1128299,17/6/2021,South,Louisiana,New Orleans,Men's Street Footwear,58.00,248,"14,384.00","7,335.84",51%,Online
West Gear,1128299,17/6/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,65.00,210,"13,650.00","7,098.00",52%,Online
West Gear,1128299,17/6/2021,South,Louisiana,New Orleans,Women's Street Footwear,83.00,203,"16,849.00","9,266.95",55%,Online
West Gear,1128299,17/6/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,82.00,161,"13,202.00","7,261.10",55%,Online
West Gear,1128299,17/6/2021,South,Louisiana,New Orleans,Men's Apparel,92.00,117,"10,764.00","6,135.48",57%,Online
West Gear,1128299,17/6/2021,South,Louisiana,New Orleans,Women's Apparel,100.00,195,"19,500.00","9,360.00",48%,Online
West Gear,1128299,16/7/2021,South,Louisiana,New Orleans,Men's Street Footwear,86.00,270,"23,220.00","12,306.60",53%,Online
West Gear,1128299,16/7/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,92.00,203,"18,676.00","10,271.80",55%,Online
West Gear,1128299,16/7/2021,South,Louisiana,New Orleans,Women's Street Footwear,90.00,196,"17,640.00","9,525.60",54%,Online
West Gear,1128299,16/7/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,86.00,168,"14,448.00","7,801.92",54%,Online
West Gear,1128299,16/7/2021,South,Louisiana,New Orleans,Men's Apparel,86.00,189,"16,254.00","9,427.32",58%,Online
West Gear,1128299,16/7/2021,South,Louisiana,New Orleans,Women's Apparel,103.00,163,"16,789.00","8,058.72",48%,Online
West Gear,1128299,17/8/2021,South,Louisiana,New Orleans,Men's Street Footwear,86.00,255,"21,930.00","11,184.30",51%,Online
West Gear,1128299,17/8/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,77.00,239,"18,403.00","9,385.53",51%,Online
West Gear,1128299,17/8/2021,South,Louisiana,New Orleans,Women's Street Footwear,70.00,189,"13,230.00","7,276.50",55%,Online
West Gear,1128299,17/8/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,74.00,128,"9,472.00","5,020.16",53%,Online
West Gear,1128299,17/8/2021,South,Louisiana,New Orleans,Men's Apparel,64.00,138,"8,832.00","5,210.88",59%,Online
West Gear,1128299,17/8/2021,South,Louisiana,New Orleans,Women's Apparel,63.00,90,"5,670.00","2,778.30",49%,Online
West Gear,1128299,18/9/2021,South,Louisiana,New Orleans,Men's Street Footwear,43.00,145,"6,235.00","3,429.25",55%,Online
West Gear,1128299,18/9/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,46.00,125,"5,750.00","2,932.50",51%,Online
West Gear,1128299,18/9/2021,South,Louisiana,New Orleans,Women's Street Footwear,43.00,78,"3,354.00","1,744.08",52%,Online
West Gear,1128299,18/9/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,41.00,63,"2,583.00","1,317.33",51%,Online
West Gear,1128299,18/9/2021,South,Louisiana,New Orleans,Men's Apparel,51.00,77,"3,927.00","2,159.85",55%,Online
West Gear,1128299,18/9/2021,South,Louisiana,New Orleans,Women's Apparel,39.00,75,"2,925.00","1,462.50",50%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Men's Street Footwear,34.00,112,"3,808.00","2,056.32",54%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,45.00,155,"6,975.00","3,836.25",55%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Women's Street Footwear,42.00,100,"4,200.00","2,100.00",50%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,36.00,105,"3,780.00","1,890.00",50%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Men's Apparel,47.00,95,"4,465.00","2,634.35",59%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Women's Apparel,50.00,108,"5,400.00","2,538.00",47%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Men's Street Footwear,39.00,188,"7,332.00","3,666.00",50%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,42.00,210,"8,820.00","4,586.40",52%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Women's Street Footwear,38.00,137,"5,206.00","2,707.12",52%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,48.00,125,"6,000.00","3,000.00",50%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Men's Apparel,68.00,119,"8,092.00","4,450.60",55%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Women's Apparel,81.00,174,"14,094.00","6,765.12",48%,Online
West Gear,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Street Footwear,69.00,240,"16,560.00","8,611.20",52%,Online
West Gear,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,72.00,216,"15,552.00","7,776.00",50%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Women's Street Footwear,69.00,162,"11,178.00","5,812.56",52%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,72.00,156,"11,232.00","6,065.28",54%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Apparel,82.00,131,"10,742.00","6,230.36",58%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Women's Apparel,87.00,175,"15,225.00","6,851.25",45%,Online
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Men's Street Footwear,19.00,182,"3,458.00","1,486.94",43%,Online
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,28.00,196,"5,488.00","2,469.60",45%,Online
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Women's Street Footwear,28.00,119,"3,332.00","1,332.80",40%,Online
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,33.00,133,"4,389.00","2,326.17",53%,Online
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Men's Apparel,36.00,85,"3,060.00","1,132.20",37%,Online
West Gear,1197831,5/1/2021,South,Louisiana,New Orleans,Women's Apparel,34.00,143,"4,862.00","2,917.20",60%,Online
Foot Locker,1197831,4/2/2021,South,Louisiana,New Orleans,Men's Street Footwear,23.00,163,"3,749.00","1,499.60",40%,Online
Foot Locker,1197831,4/2/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,32.00,174,"5,568.00","2,338.56",42%,Online
Foot Locker,1197831,4/2/2021,South,Louisiana,New Orleans,Women's Street Footwear,34.00,128,"4,352.00","1,784.32",41%,Online
Foot Locker,1197831,4/2/2021,West,Idaho,Boise,Women's Athletic Footwear,32.00,109,"3,488.00","1,883.52",54%,Online
Foot Locker,1197831,4/2/2021,West,Idaho,Boise,Men's Apparel,39.00,70,"2,730.00",955.50,35%,Online
Foot Locker,1197831,4/2/2021,West,Idaho,Boise,Women's Apparel,34.00,131,"4,454.00","2,449.70",55%,Online
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Men's Street Footwear,28.00,156,"4,368.00","1,965.60",45%,Online
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Men's Athletic Footwear,36.00,169,"6,084.00","2,798.64",46%,Online
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Women's Street Footwear,28.00,113,"3,164.00","1,550.36",49%,Online
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Women's Athletic Footwear,33.00,105,"3,465.00","2,009.70",58%,Online
West Gear,1197831,6/3/2021,West,Idaho,Boise,Men's Apparel,37.00,75,"2,775.00","1,248.75",45%,Online
West Gear,1197831,6/3/2021,West,Idaho,Boise,Women's Apparel,33.00,116,"3,828.00","2,488.20",65%,Online
West Gear,1197831,5/4/2021,West,Idaho,Boise,Men's Street Footwear,19.00,195,"3,705.00","1,741.35",47%,Online
West Gear,1197831,5/4/2021,West,Idaho,Boise,Men's Athletic Footwear,29.00,195,"5,655.00","2,714.40",48%,Online
West Gear,1197831,5/4/2021,West,Idaho,Boise,Women's Street Footwear,24.00,138,"3,312.00","1,556.64",47%,Online
West Gear,1197831,5/4/2021,West,Idaho,Boise,Women's Athletic Footwear,29.00,113,"3,277.00","1,802.35",55%,Online
West Gear,1197831,5/4/2021,West,Idaho,Boise,Men's Apparel,34.00,72,"2,448.00","1,052.64",43%,Online
West Gear,1197831,5/4/2021,West,Idaho,Boise,Women's Apparel,28.00,138,"3,864.00","2,357.04",61%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Street Footwear,18.00,203,"3,654.00","1,827.00",50%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,28.00,196,"5,488.00","2,634.24",48%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,23.00,167,"3,841.00","1,805.27",47%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,33.00,130,"4,290.00","2,359.50",55%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Apparel,47.00,120,"5,640.00","2,256.00",40%,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Apparel,42.00,218,"9,156.00","5,768.28",63%,Online
West Gear,1197831,4/6/2021,West,Idaho,Boise,Men's Street Footwear,42.00,195,"8,190.00","4,013.10",49%,Online
West Gear,1197831,4/6/2021,West,Idaho,Boise,Men's Athletic Footwear,46.00,188,"8,648.00","4,151.04",48%,Online
West Gear,1197831,4/6/2021,West,Idaho,Boise,Women's Street Footwear,47.00,174,"8,178.00","3,925.44",48%,Online
West Gear,1197831,4/6/2021,West,Idaho,Boise,Women's Athletic Footwear,48.00,143,"6,864.00","4,049.76",59%,Online
West Gear,1197831,4/6/2021,West,Idaho,Boise,Men's Apparel,52.00,117,"6,084.00","2,616.12",43%,Online
West Gear,1197831,4/6/2021,West,Idaho,Boise,Women's Apparel,55.00,231,"12,705.00","7,750.05",61%,Online
West Gear,1197831,6/7/2021,West,Idaho,Boise,Men's Street Footwear,48.00,217,"10,416.00","5,208.00",50%,Online
West Gear,1197831,6/7/2021,West,Idaho,Boise,Men's Athletic Footwear,52.00,202,"10,504.00","5,462.08",52%,Online
West Gear,1197831,6/7/2021,West,Idaho,Boise,Women's Street Footwear,46.00,241,"11,086.00","6,097.30",55%,Online
West Gear,1197831,6/7/2021,West,Idaho,Boise,Women's Athletic Footwear,47.00,137,"6,439.00","4,120.96",64%,Online
West Gear,1197831,6/7/2021,West,Idaho,Boise,Men's Apparel,53.00,131,"6,943.00","3,332.64",48%,Online
Foot Locker,1197831,6/7/2021,West,Idaho,Boise,Women's Apparel,64.00,208,"13,312.00","9,185.28",69%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Street Footwear,46.00,210,"9,660.00","5,313.00",55%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,53.00,195,"10,335.00","5,477.55",53%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Street Footwear,46.00,250,"11,500.00","6,095.00",53%,Online
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,48.00,124,"5,952.00","3,868.80",65%,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Men's Apparel,52.00,133,"6,916.00","3,181.36",46%,Online
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,54.00,196,"10,584.00","7,197.12",68%,Online
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Men's Street Footwear,50.00,176,"8,800.00","4,400.00",50%,Online
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Men's Athletic Footwear,50.00,188,"9,400.00","4,888.00",52%,Online
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Women's Street Footwear,56.00,182,"10,192.00","5,299.84",52%,Online
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Women's Athletic Footwear,55.00,116,"6,380.00","4,019.40",63%,Online
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Men's Apparel,50.00,104,"5,200.00","2,392.00",46%,Online
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Women's Apparel,49.00,181,"8,869.00","5,942.23",67%,Online
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Men's Street Footwear,36.00,167,"6,012.00","3,066.12",51%,Online
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Men's Athletic Footwear,37.00,173,"6,401.00","3,456.54",54%,Online
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Women's Street Footwear,41.00,131,"5,371.00","2,739.21",51%,Online
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Women's Athletic Footwear,44.00,101,"4,444.00","2,888.60",65%,Online
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Men's Apparel,32.00,91,"2,912.00","1,397.76",48%,Online
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Women's Apparel,42.00,142,"5,964.00","3,936.24",66%,Online
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Men's Street Footwear,33.00,182,"6,006.00","3,303.30",55%,Online
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Men's Athletic Footwear,32.00,189,"6,048.00","3,144.96",52%,Online
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Women's Street Footwear,58.00,150,"8,700.00","4,698.00",54%,Online
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Women's Athletic Footwear,54.00,122,"6,588.00","4,018.68",61%,Online
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Men's Apparel,54.00,106,"5,724.00","2,862.00",50%,Online
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Women's Apparel,63.00,163,"10,269.00","6,880.23",67%,Online
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Men's Street Footwear,54.00,233,"12,582.00","6,794.28",54%,Online
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Men's Athletic Footwear,51.00,209,"10,659.00","5,755.86",54%,Online
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Women's Street Footwear,56.00,176,"9,856.00","5,125.12",52%,Online
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Women's Athletic Footwear,59.00,142,"8,378.00","5,445.70",65%,Online
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Men's Apparel,50.00,133,"6,650.00","3,258.50",49%,Online
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Women's Apparel,60.00,196,"11,760.00","8,114.40",69%,Online
Foot Locker,1128299,23/1/2021,West,Idaho,Boise,Men's Street Footwear,29.00,119,"3,451.00","1,656.48",48%,Online
Foot Locker,1128299,23/1/2021,West,Idaho,Boise,Men's Athletic Footwear,37.00,106,"3,922.00","2,000.22",51%,Online
Foot Locker,1128299,23/1/2021,West,Idaho,Boise,Women's Street Footwear,37.00,106,"3,922.00","1,921.78",49%,Online
Foot Locker,1128299,23/1/2021,West,Idaho,Boise,Women's Athletic Footwear,38.00,77,"2,926.00","1,345.96",46%,Online
Foot Locker,1128299,23/1/2021,West,Idaho,Boise,Men's Apparel,42.00,63,"2,646.00","1,190.70",45%,Online
Foot Locker,1128299,23/1/2021,West,Idaho,Boise,Women's Apparel,36.00,111,"3,996.00","1,398.60",35%,Online
Foot Locker,1128299,23/2/2021,West,Idaho,Boise,Men's Street Footwear,29.00,143,"4,147.00","2,073.50",50%,Online
Foot Locker,1128299,23/2/2021,West,Idaho,Boise,Men's Athletic Footwear,38.00,113,"4,294.00","2,318.76",54%,Online
Foot Locker,1128299,23/2/2021,West,Idaho,Boise,Women's Street Footwear,38.00,105,"3,990.00","1,875.30",47%,Online
Foot Locker,1128299,23/2/2021,West,Arizona,Phoenix,Women's Athletic Footwear,38.00,63,"2,394.00","1,149.12",48%,Online
Foot Locker,1128299,23/2/2021,West,Arizona,Phoenix,Men's Apparel,42.00,44,"1,848.00",813.12,44%,Online
Foot Locker,1128299,23/2/2021,West,Arizona,Phoenix,Women's Apparel,38.00,88,"3,344.00","1,203.84",36%,Online
Foot Locker,1128299,22/3/2021,West,Arizona,Phoenix,Men's Street Footwear,37.00,145,"5,365.00","2,521.55",47%,Online
Foot Locker,1128299,22/3/2021,West,Arizona,Phoenix,Men's Athletic Footwear,48.00,95,"4,560.00","2,508.00",55%,Online
Foot Locker,1128299,22/3/2021,West,Arizona,Phoenix,Women's Street Footwear,49.00,91,"4,459.00","2,229.50",50%,Online
Foot Locker,1128299,22/3/2021,West,Arizona,Phoenix,Women's Athletic Footwear,47.00,68,"3,196.00","1,470.16",46%,Online
Foot Locker,1128299,22/3/2021,West,Arizona,Phoenix,Men's Apparel,54.00,31,"1,674.00",686.34,41%,Online
Foot Locker,1128299,22/3/2021,West,Arizona,Phoenix,Women's Apparel,47.00,88,"4,136.00","1,654.40",40%,Online
Foot Locker,1128299,23/4/2021,West,Arizona,Phoenix,Men's Street Footwear,48.00,130,"6,240.00","2,808.00",45%,Online
Foot Locker,1128299,23/4/2021,West,Arizona,Phoenix,Men's Athletic Footwear,53.00,90,"4,770.00","2,385.00",50%,Online
Foot Locker,1128299,23/4/2021,West,Arizona,Phoenix,Women's Street Footwear,50.00,102,"5,100.00","2,550.00",50%,Online
Foot Locker,1128299,23/4/2021,West,Arizona,Phoenix,Women's Athletic Footwear,46.00,75,"3,450.00","1,725.00",50%,Online
Foot Locker,1128299,23/4/2021,West,Arizona,Phoenix,Men's Apparel,50.00,39,"1,950.00",819.00,42%,Online
Foot Locker,1128299,23/4/2021,West,Arizona,Phoenix,Women's Apparel,67.00,94,"6,298.00","2,267.28",36%,Online
